;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
1446;BUNG00266;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;Pignon #01 5.0;;; longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0, 
1447;Bung04039;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1448;BUNG03651;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: <vide> 1.0,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1449;Bung00742;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
1450;BUNG00112;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;;Echange canon de serrure(U) 0.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture interieure(M2) 0.25Echange Fluo 36 W 1.20M (U) 0.25Echange Mousseur (U) 0.0, Tête de robinet (U) 0.25, Douchette (U) 0.5, ;
1451;BUNG01448;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 1.0;Panneau Passage 2.0; 0.5;;;;
1452;BUNG03450;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1453;BUNG00959;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;;; pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0, 
1454;BUNG03039;Bungalow 6m;;;;;;;;;;; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10., 
1455;BUNG03009;Bungalow 6m;;;;;;;;;;;;;;
1456;BUNG03225;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
1457;BUNG00185;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5; 4.0;; Echange Disjoncteur  C10/C16A (U) 0.25, Echange convecteur (U) 1.0, Echange sortie de cable (U) 0.25, Echange contact de fenêtres (U) 0.25, , , ; pignon2: Pignon Fenêtre clim reversible 10., 
1458;Bung00848;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;; cloison_pass9: Panneau Passage 2.0, 
1459;Bung00627;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;;chilly Mazarin ;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1460;BUNG03340;Bungalow 6m;;;;;;;;;;;;;; longpan4: Long Pan 6m specifique 6.5,  cloison7: null, 
1461;BUNG03459;Bungalow 6m;;;;;;;;;;;;;;
1462;BUNG00106;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Porte exterieure 5.0;Panneau Passage 2.0;<vide> 4.0;;Echange canon de serrure(U) 0.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25Echange Fluo 36 W 1.20M (U) 0.25Echange Mousseur (U) 0.0, Douchette (U) 0.5, ;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: communicant 6.5,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
1463;BUNG01511;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1464;BUNG01166;Bungalow 9m;Pignon Fenêtre 5.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Plein 2.0;Pignon #02 5.0;;;
1465;BUNG04138;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: Long Pan 6m specifique 6.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1466;BUNG00065;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Pleine 3.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  longpan5: <vide> 1.0,  cloison_int7: Cloison Pleine 3.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0, 
1467;BUNG01138;Bungalow 9m;Pignon Passage 2.0;Pignon Passage 2.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Passage 2.0; 4.0;;; pignon2: Pignon Passage 2.0, 
1468;Bung00834;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur/window 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Porte exterieure 5.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1469;Bung03422;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1470;Bung01215;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0;;Chilly mazarin ;;
1471;BUNG01395;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;Pignon #01 5.0;;;
1472;Bung00530;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;; kitchenette: <vide> 4.0, 
1473;Bung00852;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1474;Bung03416;Bungalow 6m;;;;;;;;;;;;;;
1475;BUNG04256;Bungalow 6m;;;;;;;;;;;;;;
1476;BUNG00226;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;; pignon2: Pignon Porte 6.0, 
1477;CONT945168;Container;;;;;;;;;;;;;;
1478;BUNG04111;Bungalow 6m;;;;;;;;;;;;;;
1479;BUNG01085;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Pleine 3.0; 0.5; 0.5; 4.0;;;
1480;BUNG01147;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1481;BUNG00883;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1482;BUNG00064;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  cloison_pass9: Porte exterieure 5.0, 
1483;BUNG01005;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0; 1.0;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0; 0.5;Panneau Passage 2.0; 4.0;;; cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0, 
1484;BUNG00096;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1485;BUNG03607;Bungalow 6m;;;;;;;;;;;;;;
1486;BUNG00975;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;Cloison Porte 4.0;<vide> 0.5;Porte exterieure 5.0;;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon sanitaire/WC 10.,  longpan3: <vide> 1.0,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1487;BUNG01191;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;;;;
1488;BUNG01051;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Plein 2.0;Panneau Passage 2.0;;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Porte 6.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Plein 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1489;Bung00787;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;Cloison Porte 4.0;Cloison Pleine 3.0;<vide> 0.5;Panneau Passage 2.0;<vide> 4.0;chilly Mazarin ;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Pleine 3.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1490;BUNG03085;Bungalow 6m;;;;;;;;;;;;;;
1491;bung00439;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;Réparation toiture(M2) 0.0, Nettoyage intérieur cantonnement (M2) 0.1, Grattage béton extérieur(M2) 0.3, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Echange interdiff 30mA (U) 1.0, Echange Disjoncteur  C10/C16A (U) 0.25, Echange convecteur (U) 1.0, Echange prise : PC 16A + T (U) 0.25, Echange sortie de cable (U) 0.25, Lessivage  Kitchenette (U) 2.0, , ;
1492;BUNG03338;Bungalow 6m;;;;;;;;;;;;;; longpan4: Long Pan 6m standard 2.5,  passage6: 2.0,  cloison7: null, 
1493;BUNG04178;Bungalow 6m;;;;;;;;;;;;;;
1494;BUNG00209;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1495;BUNG04135;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m specifique 6.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1496;BUNG03220;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1497;BUNG00047;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1498;BUNG00228;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Passage 2.0;Pignon #02 5.0;;;pignon1: Pignon Fenêtre convecteur 7.0, 
1499;BUNG00913;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1500;BUNG03488;Bungalow 6m;;;;;;;;;;;;;;
1501;BUNG03349;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: Long Pan 6m standard 2.5,  passage5: 5.0,  kitchenette: Pignon #02 5.0, 
1502;BUNG00258;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;;
1503;BUNG00884;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0; 0.5; 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
1504;BUNG03520;Bungalow 6m;;;;;;;;;;; 4.0;;;
1505;Bung00842;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10., 
1506;BUNG04244;Bungalow 6m;;;;;;;;;;;;;;
1507;bung00291;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5; 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre clim reversible 10., 
1508;BUNG03653;Bungalow 6m;;;;;;;;;;;;;;
1509;Bung00553;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre 5.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0; 0.5; 0.5;;chilly mazarin ;; longpan3: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5, 
1510;bung00430;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;;;
1511;CONT110156;Container;;;;;;;;;;;;;;
1512;BUNG01070;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;Pignon #02 5.0;;;pignon1: Pignon Fenêtre convecteur/window 10.,  pignon2: Pignon sanitaire/WC 10.,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass10: Panneau Passage 2.0, 
1513;BUNG00050;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur/window 10.; 1.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #02 5.0;;;
1514;BUNG03038;Bungalow 6m;;;;;;;;;;; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon ferme 2.5,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1515;Bung00679;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS ;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1516;BUNG03602;Bungalow 6m;;;;;;;;;;;;;;
1517;BUNG01029;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: WC/Douche 16.
1518;BUNG00254;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #02 5.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
