;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
385;BUNG00117;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
386;BUNG99999;Bungalow 9m;Pignon Porte 6.0;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Pleine 3.0; 1.0; 0.5;Panneau Plein 2.0; 4.0;;"Nb m² toiture à réparer : 1.0 
 Nb m² plancher à réparer : 3.0 
 ";
387;bung90909;Bungalow 9m;;;;;;;;;;;;;;
388;bung01390;Bungalow 9m;;;;;;;;;;;;;;
389;bung99988;Bungalow 9m;;;;;;;;;;;;;;
390;bung01155;Bungalow 9m;;;;;;;;;;;;;;
391;BUNG01398;Bungalow 4m;;;;;;;;;;;;;;
392;bung01349;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
393;bung01269;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
394;bung01307;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 0.5;Panneau Passage 2.0;;;;
395;Bung00717;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Plein 2.0;Panneau Passage 2.0;Cloison 1/2 long pan #04 5.0;Chilly Mazarin ;réfections de la toiture ;Creation d'une douche, creation d'agence WC, pose de la kitchenette au long pant au numéro 4
396;bung00967;Bungalow 9m;Pignon Fenêtre 5.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;
397;bung01168;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
398;bung01172;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
399;bung01171;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;Pignon #01 5.0;;;
400;bung01173;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
401;bung01491;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;;;;
402;bung01391;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;;; cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0, 
403;bung01338;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;cms;;
404;BUNG04180;Bungalow 6m;;;;;;;;;;;;;;
405;BUNG03212;Bungalow 6m;;;;;;;;;;;;;;
406;BUNG03516;Bungalow 6m;;;;;;;;;;; 4.0;;;
407;bung01414;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
408;CONT110159;Container;;;;;;;;;;;;;;
409;bung03431;Bungalow 6m;;;;;;;;;;;;;;
410;BUNG03512;Bungalow 6m;;;;;;;;;;; 4.0;;;
411;BUNG03518;Bungalow 6m;;;;;;;;;;; 4.0;;;
412;BUNG00865;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;
413;BUNG03218;Bungalow 6m;;;;;;;;;;;;;;
414;BUNG01274;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Pleine 3.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
415;bung01270;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
416;bung01280;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
417;bung01273;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
418;bung03436;Bungalow 6m;;;;;;;;;;;;;;
419;BUNG01164;Bungalow 6m;;;;;;;;;;; 4.0;;;
420;Bung03448;Bungalow 6m;;;;;;;;;;;;;;
421;bung00869;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
422;bung00882;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;
423;bung01263;Bungalow 9m;;;;;;;;;;;;;;
424;BUNG03995;Bungalow 6m;;;;;;;;;;;;;;
425;bung01174;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
426;bung01175;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
427;test_con6;Bungalow 6m;;;;;;;;;;;Cloison #07 5.0;B;;
428;Conteneur 3m simple;Container;;;;;;;;;;;;;;
429;Bung00460;Bungalow 9m;;;;;;;;;;;;;;
430;BUNG03254;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
431;Bung03130;Bungalow 6m;;;;;;;;;;;;;;
432;BUNG03175;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
433;Bung01187;Bungalow 9m;;;;;;;;;;;;;;
434;BUNG00955;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;
435;Bung01202;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;;;;
436;BUNG_BOIS_6M_DEFAUT_POINTAGE;Bungalow 6m BOIS;;;;;;;;;;;;;;
437;BUNG00171;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Passage 2.0; 4.0;; Echange convecteur (U) 1.0, Echange réglette double  (U) 1.0, Echange spot étanche sanitaire (U) 0.5, , , ; cloison_pass9: Panneau Plein, 
438;BUNG00899;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
439;Bung00302;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre 5.0; 1.0; 1.0; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #02 5.0;;Réparation plancher (M2) 0.0, Echange canon de serrure(U) 0.5, Echange porte intérieure (U) 1.5, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange Disjoncteur  C10/C16A (U) 0.25, Echange convecteur (U) 1.0, Echange prise : PC 16A + T (U) 0.25, Echange sortie de cable (U) 0.25, Echange Pave LED (U) 0.5, Echange Détecteur de présence (U) 0.25, , , ;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre 5.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #02 5.0, 
440;bung01398;Bungalow 4m;;;;;;;;;;;;;;
441;bung01389;Bungalow 9m;;;;;;;;;;;;;;
442;test1;Bungalow 9m;;;;;;;;;;;;;;
443;bung01476;Bungalow 4m;;;;;;;;;;;;;;
444;BUNG01495;Bungalow 4m;;;;;;;;;;;;;;
445;BUNG00123;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
446;bung4m test;Bungalow 4m;;;;;;;;;;;;;;
447;bung99;Bungalow 9m;;;;;;;;;;;;;;
448;00925;Bungalow 9m;;;;;;;;;;;;;;
449;BUNG03255;Bungalow 6m;;;;;;;;;;;;;; passage5: 6.0, 
450;3660864128806;Bungalow 6m;;;;;;;;;;;;;;
451;Bung687;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;CMS;;
452;Bung00230;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0;1/2 long Pan Fenêtre 5.0; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS;;
453;Bung00319;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;CMS ;;
454;bung01336;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_vestiaires: <n/a> 0.0, 
455;CONTAINER_DEFAUT_POINTAGE;Container;;;;;;;;;;;;;;
456;Bung6m;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
457;BUNG_BOIS_9M_DEFAUT_POINTAGE;Bungalow 9m BOIS;;;;;;;;;;;;;;
458;BUNG_6M_DEFAUT_POINTAGE;Bungalow 6m;;;;;;;;;;;;;;
459;BUNG03138;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5, 
460;BUNG03120;Bungalow 6m;;;;;;;;;;;;;; longpan4: <vide> 1.0,  passage6: 4.0, 
461;BUNG03161;Bungalow 6m;;;;;;;;;;;;;; pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0, 
462;bung03438;Bungalow 6m;;;;;;;;;;;;;;
463;CONT945143;Container;;;;;;;;;;;;;;
464;CONT108057;Container;;;;;;;;;;;;;;
465;CONT110152;Container;;;;;;;;;;;;;;
466;CONT1094512887;Container;;;;;;;;;;;;;;
467;BUNG01361;Bungalow 9m;;;;;;;;;;;;;;
468;BUNG01277;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
469;bung01283;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;;;;
470;BUNG01276;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5; 1.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;;
471;BUNG01279;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
472;BUNG01281;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
473;Bung03424;Bungalow 6m;;;;;;;;;;;;;;
474;bung03428;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
475;BUNG01059;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
476;bung01156;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5; 1.0; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0; 1.0; 0.5;Panneau Passage 2.0;Pignon #01 5.0;;;pignon1: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: <vide> 1.0,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #01 5.0, 
477;bung01496;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
478;BUNG04217;Bungalow 6m;;;;;;;;;;;;;;
479;bung01150;Bungalow 9m;Pignon Fenêtre 5.0;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;;;;
480;bung01492;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;;;;
481;bung01148;Bungalow 9m;Pignon ferme 2.5;Pignon Fenêtre clim reversible 10.;;;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;;Porte exterieure 5.0;Cloison 1/2 long pan #05 5.0;;;
482;Bung04016;Bungalow 6m;;;;;;;;;;;;;;
483;bung01339;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;cms;;
484;BUNG01396;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;;;;
485;BUNG03506;Bungalow 6m;;;;;;;;;;; 4.0;;;
486;BUNG03514;Bungalow 6m;;;;;;;;;;; 4.0;;;
487;bung01388;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
488;BUNG00957;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;Pignon #01 5.0;;;
489;bung00463;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0; 1.0;Panneau Plein 2.0;Panneau Plein 2.0;Cloison 1/2 long pan #04 5.0;;;
490;bung01490;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Cloison 1/2 long pan #05 5.0;cms;;
491;BUNG01190;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;
492;BUNG00338;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Porte exterieure 5.0;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: null,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
493;BUNG00138;Bungalow 9m;Pignon Porte 6.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Passage 2.0; 4.0;;;0
494;50;Container;;;;;;;;;;;;;;
495;BUNG_9M_DEFAUT_POINTAGE;Bungalow 9m;;;;;;;;;;;;;;
496;BUNG03153;Bungalow 6m;;;;;;;;;;;;;;
497;BUNG00031;Bungalow 9m;Pignon Fenêtre convecteu 7.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Pleine 3.0; 0.5; 0.5; 4.0;;;
498;CONT110646;Container;;;;;;;;;;;;;;
499;BUNG01221;Bungalow 9m;;;;;;;;;;;;;;
500;BUNG03144;Bungalow 6m;;;;;;;;;;;;;;
501;Bun00780;Bungalow 9m;;;;;;;;;;;;;;
502;BUNG01007;Bungalow 9m;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 1.0;Panneau Plein 2.0; 0.5;;;;
503;BUNG00280;Bungalow 9m;;;;;;;;;;;;;;
504;Bung00556;Bungalow 9m;;;;;;;;;;;;;;
505;Bung00730;Bungalow 6m;;;;;;;;;;;;;;
506;BUNG03173;Bungalow 4m;;;;;;;;;;;;;;
507;bung00372;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;CM;Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Refection Lino(M2) 0.2_Sans réserve 0.0, , , ; longpan3: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0, 
508;bung01399;Bungalow 4m;;;;;;;;;;;;;;
509;Cont9451039;Container;;;;;;;;;;;;;;
510;BUNG03505;Bungalow 6m;;;;;;;;;;; 4.0;;;
511;bung01285;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
512;BUNG01428;Bungalow 9m;;;;;;;;;;;;;;
513;BUNG01467;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0;Cloison Porte 4.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Pleine 3.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
514;BUNG01474;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;
515;BUNG01284;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;;;;
516;bung01272;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
517;BUNG01275;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;;
